20
1 1 1 3 0.795235
1 1 1 5 0.038686
1 1 1 6 0.945685
1 1 1 14 -0.305047
1 1 1 16 -0.617566
1 1 1 18 0.681890
1 1 1 19 0.855211
1 1 2 6 0.881562
1 1 2 7 0.682989
1 1 2 9 -0.386430
1 1 2 10 0.321657
1 1 2 13 0.440202
1 1 2 15 0.194426
1 1 2 16 -0.462082
1 1 2 19 -0.391698
1 1 3 1 0.173255
1 1 3 6 0.189782
1 1 3 13 -0.853998
1 1 3 14 -0.371003
1 1 3 18 -0.377477
1 1 3 19 -0.756428
1 1 3 20 -0.841221
1 1 4 1 -0.648938
1 1 4 5 0.889987
1 1 4 9 -0.550365
1 1 4 18 0.673901
1 1 5 13 0.546644
1 1 5 18 -0.920029
1 1 5 20 0.305053
1 1 6 5 -0.004771
1 1 6 13 -0.980676
1 1 6 18 -0.611306
1 1 7 2 -0.573817
1 1 7 5 0.779960
1 1 7 7 -0.204841
1 1 8 2 -0.509312
1 1 8 3 0.452768
1 1 8 6 0.069502
1 1 8 14 0.556306
1 1 8 16 0.048791
1 1 8 20 -0.471929
1 1 9 1 -0.272771
1 1 10 12 0.067754
1 1 10 13 -0.057331
1 1 10 15 -0.865525
1 1 10 19 0.619572
1 1 10 20 0.361401
1 1 11 3 0.364583
1 1 11 10 0.024905
1 1 11 12 0.683943
1 1 12 1 -0.459118
1 1 12 5 -0.379969
1 1 12 11 -0.654982
1 1 12 15 0.578142
1 1 13 1 -0.999429
1 1 13 4 -0.080146
1 1 13 12 0.271966
1 1 13 16 0.696160
1 1 13 17 0.538607
1 1 14 3 -0.047069
1 1 14 7 -0.394050
1 1 14 12 0.590999
1 1 14 15 -0.478046
1 1 14 20 0.901835
1 1 15 2 -0.836040
1 1 15 3 0.862836
1 1 15 6 -0.015585
1 1 15 10 0.515352
1 1 15 12 0.210547
1 1 15 13 0.462836
1 1 15 17 -0.272518
1 1 15 19 0.390731
1 1 16 7 -0.341415
1 1 16 8 0.027829
1 1 16 11 -0.660787
1 1 16 19 -0.262750
1 1 17 7 -0.505081
1 1 17 8 0.660210
1 1 17 13 0.328985
1 1 17 20 -0.088341
1 1 18 1 0.012558
1 1 18 2 0.253453
1 1 18 8 -0.687287
1 1 18 10 -0.696850
1 1 18 11 -0.839799
1 1 18 17 0.577666
1 1 19 9 0.942154
1 1 19 10 -0.932976
1 1 19 12 -0.765023
1 1 20 7 0.733334
1 2 1 4 0.603539
1 2 1 6 -0.410838
1 2 1 9 0.088844
1 2 1 10 -0.830884
1 2 1 17 -0.744171
1 2 1 20 -0.366957
1 2 2 3 0.422802
1 2 2 5 -0.348752
1 2 2 6 0.126572
1 2 2 11 0.851328
1 2 2 12 0.563016
1 2 2 15 0.897733
1 2 2 20 -0.014044
1 2 3 6 -0.251581
1 2 3 9 0.309563
1 2 3 14 -0.479697
1 2 4 8 -0.074571
1 2 4 9 0.674191
1 2 4 11 -0.644513
